id_cliente,evasao,genero,idoso,tem_parceiro,tem_dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,valor_mensal,valor_total,valor_diario
4193ibksw,False,male,False,True,True,72,True,True,no,False,False,False,False,False,False,two year,False,bank transfer automatic,24.75,1769.6,0.82
4193orfcl,True,female,True,False,False,1,True,False,dsl,False,False,False,False,False,False,month,False,mailed check,45.1,45.1,1.5
4194fjarj,False,female,False,True,True,54,True,True,dsl,True,False,False,True,False,False,two year,False,bank transfer automatic,60.0,3273.95,2.0
4194whfcb,False,female,False,True,True,59,True,True,fiber optic,False,True,False,True,False,True,month,True,bank transfer automatic,96.65,5580.8,3.22
4195nzgta,False,female,False,False,False,1,False,False,dsl,False,False,False,False,False,False,month,False,electronic check,25.25,25.25,0.84
4195pngzs,False,male,False,True,True,69,True,True,no,False,False,False,False,False,False,two year,False,bank transfer automatic,24.45,1718.2,0.81
4195smmnx,True,male,False,False,False,2,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.35,33.2,0.68
4198vfoea,False,female,False,False,False,12,False,False,dsl,True,False,False,True,False,False,one year,True,mailed check,33.6,435.45,1.12
4199qhjnm,False,male,True,True,False,67,True,True,fiber optic,False,True,False,True,True,True,two year,False,bank transfer automatic,102.9,6989.7,3.43
4201jmngr,True,female,True,False,False,1,True,False,dsl,True,False,True,False,False,False,month,True,electronic check,55.8,55.8,1.86
4203qgnza,False,female,False,False,True,28,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.25,535.35,0.68
4208uffgw,True,male,True,False,False,2,True,False,dsl,False,False,False,False,False,False,month,False,mailed check,44.95,85.15,1.5
4210qfjmf,True,female,False,False,False,4,True,False,fiber optic,False,False,False,False,False,True,month,True,electronic check,79.15,317.25,2.64
4211mmazn,True,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.25,20.25,0.68
4213hkbjo,False,female,False,False,False,33,True,True,no,False,False,False,False,False,False,two year,False,credit card automatic,25.7,826.1,0.86
4220tinqt,False,female,False,True,False,61,True,True,fiber optic,False,False,True,True,True,True,month,True,electronic check,106.35,6751.35,3.54
4223bkeor,False,female,False,False,True,21,True,False,dsl,True,False,True,False,False,True,one year,False,mailed check,64.85,1336.8,2.16
4223wozcm,False,male,True,False,False,2,True,False,dsl,False,False,True,False,False,False,month,False,mailed check,49.95,107.1,1.67
4226kkdon,False,male,False,False,False,8,True,False,dsl,False,True,False,True,True,False,month,True,electronic check,66.65,520.95,2.22
4227ojhal,False,female,False,True,True,68,True,True,dsl,True,True,True,False,True,False,one year,True,credit card automatic,73.0,5163.0,2.43
4228zgyuw,True,male,False,False,False,4,True,True,fiber optic,False,True,False,False,False,True,month,True,electronic check,90.05,368.1,3.0
4229czmll,True,male,False,False,False,6,True,True,fiber optic,False,False,False,False,False,False,month,True,electronic check,74.9,469.8,2.5
4231lzuym,False,female,False,True,False,72,True,True,no,False,False,False,False,False,False,two year,False,bank transfer automatic,25.65,1887.0,0.85
4232jgkiy,False,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month,False,electronic check,19.2,19.2,0.64
4234xtnea,False,male,False,False,False,2,True,False,fiber optic,False,False,False,False,True,False,month,True,electronic check,79.95,174.45,2.67
4236ujpwo,False,female,False,False,False,2,False,False,dsl,False,False,False,False,False,False,month,False,electronic check,24.5,46.4,0.82
4236xpxav,True,female,False,True,True,5,True,False,fiber optic,False,True,False,True,True,True,month,True,mailed check,99.15,465.05,3.31
4237clsmm,False,male,False,True,False,2,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.0,38.0,0.67
4237rlaqd,True,male,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month,True,mailed check,45.85,45.85,1.53
4238hfhsn,False,male,True,True,False,61,True,True,fiber optic,False,True,False,False,False,False,month,True,electronic check,82.15,4904.85,2.74
4238jsswh,False,female,True,True,False,35,True,True,fiber optic,False,False,True,False,True,True,month,False,bank transfer automatic,102.05,3452.55,3.4
4248hcetz,True,male,True,True,False,30,True,False,fiber optic,False,True,True,False,False,False,month,True,mailed check,79.65,2365.15,2.65
4248qpavc,True,female,True,True,False,17,True,True,fiber optic,True,False,True,False,False,False,month,True,bank transfer automatic,85.35,1463.45,2.85
4250fdvou,True,female,False,False,False,6,True,False,dsl,True,True,False,False,False,False,month,False,electronic check,56.25,389.1,1.88
4250qvqru,False,male,False,False,True,2,True,False,no,False,False,False,False,False,False,month,False,mailed check,19.25,48.35,0.64
4250waroz,False,male,True,True,True,60,True,True,fiber optic,True,True,False,False,False,True,month,True,electronic check,93.25,5774.55,3.11
4250zbwlv,True,male,False,False,False,68,True,True,fiber optic,False,True,True,True,True,True,one year,False,electronic check,108.45,7176.55,3.62
4254qpede,False,female,False,True,False,52,False,False,dsl,True,True,True,True,True,True,two year,False,credit card automatic,66.25,3330.1,2.21
4255dduou,True,female,False,True,True,1,True,False,no,False,False,False,False,False,False,month,True,mailed check,20.5,20.5,0.68
4256zwtzi,False,female,False,False,True,5,True,False,dsl,False,False,False,True,False,False,month,True,mailed check,51.0,286.8,1.7
4257gaesd,False,female,False,False,False,6,False,False,dsl,False,False,False,False,True,True,month,False,credit card automatic,45.0,298.7,1.5
4268ynahk,False,male,False,False,True,33,True,False,no,False,False,False,False,False,False,one year,True,mailed check,20.15,682.15,0.67
4273mbhya,False,female,False,False,True,1,True,False,fiber optic,False,False,False,False,True,True,month,True,electronic check,89.35,89.35,2.98
4274drsqt,False,female,False,False,False,66,True,True,fiber optic,False,True,False,False,True,False,one year,True,bank transfer automatic,88.9,6000.1,2.96
4274owwyo,True,male,False,False,False,1,True,False,fiber optic,False,True,False,False,False,False,month,True,electronic check,74.35,74.35,2.48
4277bwbml,False,male,False,True,True,72,True,False,no,False,False,False,False,False,False,two year,False,bank transfer automatic,19.95,1322.85,0.66
4277pvran,True,female,False,False,False,8,True,False,fiber optic,False,False,False,False,True,False,month,True,bank transfer automatic,80.1,679.3,2.67
4277udief,False,male,False,True,True,24,True,True,dsl,True,False,False,True,True,True,month,False,bank transfer automatic,81.0,1923.85,2.7
4280dlshd,False,male,False,True,False,8,True,False,dsl,False,True,True,False,False,False,month,True,mailed check,54.75,445.85,1.82
4282acrxs,False,male,True,True,False,38,False,False,dsl,False,False,False,False,False,False,month,True,electronic check,24.85,955.75,0.83
4282msacw,False,male,False,False,False,68,True,True,fiber optic,True,True,True,True,True,True,one year,True,credit card automatic,117.2,8035.95,3.91
4282ymkna,True,female,False,False,False,9,True,True,fiber optic,False,False,False,False,False,False,month,True,electronic check,74.75,706.6,2.49
4283futgf,True,male,True,False,False,19,True,True,fiber optic,False,False,True,False,False,False,month,True,electronic check,79.85,1471.75,2.66
4283ivyci,False,male,False,False,False,9,True,False,dsl,True,False,False,True,False,True,month,False,mailed check,64.95,547.8,2.17
4285gyrqc,True,female,False,True,False,7,True,False,fiber optic,False,False,True,False,True,False,month,True,electronic check,86.25,587.1,2.88
4289dtdkw,True,male,False,True,False,40,True,True,fiber optic,False,True,False,False,True,True,month,True,electronic check,101.3,4113.1,3.38
4290bsxux,True,male,False,True,False,3,True,True,fiber optic,False,False,False,True,False,False,month,True,bank transfer automatic,79.65,251.75,2.65
4290uzsky,False,female,False,False,False,4,True,False,fiber optic,False,False,False,False,True,False,month,True,electronic check,79.0,303.15,2.63
4291hpaxl,False,male,False,False,True,1,True,False,no,False,False,False,False,False,False,month,False,mailed check,19.85,19.85,0.66
4291hyebc,False,female,True,True,True,28,False,False,dsl,False,True,False,False,False,True,one year,True,electronic check,39.1,1096.6,1.3
4291shsbh,False,male,False,False,False,7,True,False,fiber optic,False,False,False,False,False,False,month,True,electronic check,69.55,521.35,2.32
4291tpnfg,False,male,False,True,False,72,True,True,dsl,True,True,True,True,False,True,two year,True,bank transfer automatic,82.3,5980.55,2.74
4291yzodp,False,female,False,False,True,7,True,False,no,False,False,False,False,False,False,one year,False,mailed check,20.05,96.8,0.67
4293etkap,False,female,False,True,True,65,True,True,dsl,False,True,False,True,True,True,two year,True,bank transfer automatic,79.4,5071.9,2.65
4295yuret,False,female,True,True,True,56,True,False,dsl,True,False,False,True,True,True,two year,True,credit card automatic,72.6,4084.35,2.42
4298oyifc,False,male,False,True,False,15,True,True,fiber optic,False,False,True,True,True,True,month,True,electronic check,103.45,1539.8,3.45
4299opxej,False,female,False,False,False,56,True,False,no,False,False,False,False,False,False,two year,True,bank transfer automatic,19.55,1080.55,0.65
4299simns,False,male,False,False,False,9,True,True,fiber optic,True,False,False,False,False,False,month,True,electronic check,81.15,784.45,2.71
4301vvzka,False,male,False,True,False,16,True,True,fiber optic,False,False,False,False,False,False,month,True,electronic check,75.4,1189.4,2.51
4302zyfel,False,male,False,True,True,69,True,False,no,False,False,False,False,False,False,one year,True,credit card automatic,20.55,1403.1,0.69
4304tspvk,False,female,False,True,False,68,True,True,fiber optic,True,True,True,True,True,True,two year,False,bank transfer automatic,114.9,7843.55,3.83
4304xumgi,False,male,True,True,True,50,True,True,dsl,True,True,True,False,False,True,two year,True,bank transfer automatic,75.15,3822.45,2.51
4307ktumw,True,male,False,True,False,53,True,True,fiber optic,True,False,True,False,False,True,month,False,electronic check,93.9,5029.2,3.13
4307kwmxe,False,male,False,False,False,10,False,False,dsl,False,True,False,True,False,False,month,False,electronic check,35.75,389.8,1.19
4310kedtb,False,female,False,False,True,26,False,False,dsl,False,False,True,False,False,False,month,True,mailed check,29.8,786.5,0.99
4311qttai,False,female,False,False,False,16,True,False,no,False,False,False,False,False,False,one year,False,credit card automatic,19.35,295.55,0.65
4312gvynh,False,female,False,True,False,70,False,False,dsl,True,False,True,True,False,True,two year,True,bank transfer automatic,49.85,3370.2,1.66
4312kfrxn,False,male,False,True,False,72,True,True,no,False,False,False,False,False,False,two year,False,mailed check,25.4,1710.9,0.85
4315murbd,True,female,False,False,False,12,True,False,fiber optic,True,False,False,True,True,True,month,True,bank transfer automatic,98.9,1120.95,3.3
4316xcslj,False,male,False,False,True,17,True,False,dsl,True,False,False,False,False,False,month,True,mailed check,50.3,846.8,1.68
4317vteoa,True,male,False,False,False,1,True,False,dsl,False,True,False,False,False,False,month,True,electronic check,50.75,50.75,1.69
4318rajvy,False,female,False,False,False,10,True,False,no,False,False,False,False,False,False,one year,True,mailed check,19.8,198.25,0.66
4320qmlla,False,male,False,False,False,7,True,False,dsl,False,False,False,False,True,False,month,False,mailed check,54.85,370.4,1.83
4322rcymt,True,male,False,True,True,68,True,True,dsl,False,True,True,True,False,True,one year,True,bank transfer automatic,75.8,5293.95,2.53
4323elyyb,False,male,False,True,True,13,True,False,no,False,False,False,False,False,False,one year,False,mailed check,20.0,218.55,0.67
4323ohfow,False,female,True,True,False,70,True,True,fiber optic,False,True,False,True,True,True,one year,True,bank transfer automatic,105.55,7195.35,3.52
4323sadqs,True,male,False,True,True,7,False,False,dsl,True,False,False,True,False,False,month,True,electronic check,34.5,279.25,1.15
4324ahjks,False,female,False,False,False,5,True,False,dsl,True,False,True,False,False,False,month,False,credit card automatic,55.8,300.4,1.86
4324bzckl,False,female,False,True,True,10,True,False,dsl,False,True,True,False,False,False,month,True,mailed check,55.55,551.3,1.85
4325nfskc,True,male,True,False,False,19,True,True,fiber optic,True,False,False,False,True,False,month,True,electronic check,90.6,1660.0,3.02
4328vufwd,False,female,False,False,False,39,True,False,dsl,False,False,False,True,False,True,one year,False,electronic check,59.3,2209.15,1.98
4329ypddq,False,male,False,False,False,20,True,False,fiber optic,True,True,True,True,True,True,month,True,bank transfer automatic,108.2,2203.7,3.61
4332muoez,False,male,True,True,True,20,True,False,fiber optic,True,False,True,True,False,True,one year,False,credit card automatic,94.3,1818.3,3.14
4334howrp,False,male,True,True,False,72,False,False,dsl,True,True,True,True,True,True,two year,True,credit card automatic,64.95,4546.0,2.17
4335bsmjs,False,female,False,False,False,62,True,True,no,False,False,False,False,False,False,two year,True,credit card automatic,25.8,1563.95,0.86
4335upjsi,False,female,False,False,True,24,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.75,498.1,0.66
4338eycer,False,male,False,True,False,21,True,False,dsl,False,False,False,False,True,False,month,False,bank transfer automatic,54.6,1125.2,1.82
4342hentk,True,female,True,False,False,2,True,False,fiber optic,False,False,False,False,False,False,month,True,electronic check,70.65,142.35,2.35
4342hfxws,False,female,False,True,True,48,True,False,dsl,True,False,True,True,True,False,one year,False,bank transfer automatic,69.7,3023.65,2.32
4343ejvqb,False,male,False,False,False,7,True,False,fiber optic,True,False,False,False,False,False,month,False,mailed check,74.35,533.6,2.48
4349gfqhk,True,male,False,False,False,1,True,True,dsl,False,False,True,False,False,False,month,False,electronic check,54.35,54.35,1.81
4350ztlpi,False,female,False,True,False,53,True,True,fiber optic,False,True,True,True,True,True,one year,True,bank transfer automatic,108.95,5718.2,3.63
4351qlcsu,True,female,False,False,False,1,True,False,dsl,False,False,False,False,True,False,month,True,credit card automatic,55.0,55.0,1.83
4353hyojd,False,female,False,True,True,27,True,False,dsl,False,True,False,False,False,False,month,False,mailed check,49.85,1336.15,1.66
4355cvpvs,False,female,False,True,True,56,True,False,fiber optic,False,False,False,False,True,True,one year,False,bank transfer automatic,88.9,4968.0,2.96
4355hbjhh,True,male,False,True,True,67,True,True,dsl,True,False,True,False,True,True,two year,True,electronic check,79.7,5293.4,2.66
4359innwn,False,female,False,False,False,17,True,False,no,False,False,False,False,False,False,one year,False,credit card automatic,20.05,337.9,0.67
4360pnrqb,False,male,False,False,False,18,True,True,fiber optic,False,False,False,False,False,False,month,True,bank transfer automatic,75.6,1395.05,2.52
4360qrave,False,male,True,False,False,37,False,False,dsl,False,True,True,False,False,False,month,False,electronic check,36.65,1315.0,1.22
4361bkaxe,True,female,False,False,False,41,True,True,fiber optic,True,True,True,True,True,True,month,True,bank transfer automatic,114.5,4527.45,3.82
4361febgn,False,male,False,False,False,48,True,False,no,False,False,False,False,False,False,two year,False,credit card automatic,20.15,982.95,0.67
4361jeivl,True,male,False,False,True,1,True,False,dsl,False,False,False,False,False,False,month,True,electronic check,44.4,44.4,1.48
4365msdyn,False,male,False,True,False,8,True,False,no,False,False,False,False,False,False,month,True,bank transfer automatic,19.55,161.15,0.65
4366ctouz,False,female,False,False,False,50,True,False,fiber optic,False,True,False,True,True,True,two year,True,mailed check,100.2,5038.45,3.34
4367nhwmm,False,female,False,False,False,1,False,False,dsl,False,False,False,False,False,False,month,True,mailed check,24.9,24.9,0.83
4367nuyao,False,male,False,True,True,0,True,True,no,False,False,False,False,False,False,two year,False,mailed check,25.75,0.0,0.86
4369htuif,True,male,True,False,False,6,True,False,fiber optic,True,False,False,False,True,False,month,True,bank transfer automatic,85.15,503.6,2.84
4369nyscf,False,male,False,False,False,56,True,False,dsl,False,True,False,True,True,True,one year,True,bank transfer automatic,75.75,4284.65,2.52
4373mavjg,True,female,False,True,True,14,True,True,fiber optic,False,True,False,False,False,True,month,True,bank transfer automatic,90.9,1259.0,3.03
4373vvhql,False,male,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month,True,electronic check,44.75,44.75,1.49
4374ymusq,False,male,False,False,False,34,True,True,fiber optic,True,True,True,True,True,True,one year,False,credit card automatic,116.25,3899.05,3.88
4376kfvrs,False,male,False,True,True,72,True,True,fiber optic,True,True,True,True,True,True,two year,True,credit card automatic,114.05,8468.2,3.8
4377vdhyi,False,male,False,True,True,32,True,False,fiber optic,True,True,False,False,False,True,one year,True,electronic check,90.8,3023.85,3.03
4378bzyfp,False,male,False,False,False,17,True,False,no,False,False,False,False,False,False,one year,True,mailed check,20.5,365.8,0.68
4378mypgo,False,male,False,True,True,68,True,False,fiber optic,True,True,True,False,True,True,two year,True,bank transfer automatic,105.25,7173.15,3.51
4381mhqdc,False,female,False,False,False,47,True,True,dsl,True,False,True,True,False,False,two year,True,mailed check,65.0,2879.9,2.17
4385gzqxv,True,female,True,False,False,16,True,False,fiber optic,False,False,False,True,True,True,month,True,electronic check,94.45,1511.2,3.15
4385zkvnw,False,male,False,True,True,44,True,False,dsl,False,True,False,True,False,False,month,True,bank transfer automatic,54.9,2549.1,1.83
4389uefcz,False,female,False,True,False,72,True,True,fiber optic,True,False,True,False,True,True,two year,True,electronic check,105.5,7544.0,3.52
4390kyulv,True,male,False,True,False,3,True,False,no,False,False,False,False,False,False,month,True,credit card automatic,20.55,51.15,0.69
4391lnrxk,False,male,False,False,False,22,True,False,fiber optic,False,True,True,True,False,True,month,True,bank transfer automatic,94.95,2142.8,3.17
4391reshn,True,male,False,False,False,23,True,True,fiber optic,False,False,True,True,True,True,month,True,mailed check,104.05,2470.1,3.47
4393geadv,False,male,False,True,True,70,True,True,fiber optic,True,True,True,True,True,True,two year,False,credit card automatic,114.75,7842.3,3.83
4393obcrr,False,female,False,False,False,3,True,False,no,False,False,False,False,False,False,one year,False,mailed check,20.25,71.2,0.68
4393rycre,False,male,False,False,False,44,True,False,fiber optic,True,True,True,False,True,True,one year,True,electronic check,106.05,4510.8,3.54
4395pzmsn,False,male,True,False,False,5,True,False,fiber optic,False,True,False,False,False,True,month,True,electronic check,85.55,408.5,2.85
4396klseh,False,male,False,False,False,4,True,False,no,False,False,False,False,False,False,month,True,electronic check,19.85,63.0,0.66
4397frlta,False,female,False,False,False,4,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.15,84.5,0.67
4398hscjh,True,female,False,False,False,3,True,True,dsl,False,False,False,True,True,False,month,True,electronic check,63.6,155.65,2.12
4402ftbxc,False,male,False,False,False,54,True,False,fiber optic,True,False,True,False,True,False,month,False,mailed check,89.8,4667.0,2.99
4403bwpay,False,male,False,False,False,14,True,True,no,False,False,False,False,False,False,one year,True,credit card automatic,24.8,321.7,0.83
4404hibdj,True,female,False,False,False,25,True,False,dsl,True,True,True,True,True,False,one year,False,mailed check,74.3,1863.8,2.48
4412yltkf,True,female,True,False,False,27,True,True,fiber optic,False,False,True,False,False,False,month,True,electronic check,78.05,2135.5,2.6
4415ijztp,True,female,False,False,False,1,True,True,fiber optic,False,False,False,False,False,False,month,True,electronic check,74.5,74.5,2.48
4415wngvr,False,female,True,True,False,12,True,False,dsl,True,False,True,True,True,True,one year,True,electronic check,79.2,943.85,2.64
4418lzmsv,False,male,False,True,True,13,True,False,dsl,False,True,True,True,False,False,month,False,bank transfer automatic,61.8,750.1,2.06
4419ujmus,False,male,False,True,True,69,True,True,fiber optic,False,False,False,True,True,True,two year,True,electronic check,99.35,6856.45,3.31
4422qvija,False,female,False,False,True,35,True,True,dsl,False,False,False,False,False,False,month,False,mailed check,50.15,1655.35,1.67
4423jwzjn,False,male,False,True,True,64,True,True,fiber optic,False,False,True,False,False,True,one year,False,credit card automatic,90.25,5629.15,3.01
4423ylhdv,True,female,False,True,False,21,True,True,fiber optic,True,False,True,False,True,True,month,True,bank transfer automatic,104.4,2200.25,3.48
4424tkopw,True,male,True,False,False,2,True,True,fiber optic,False,False,False,False,True,True,month,True,electronic check,93.85,196.75,3.13
4425owhwb,False,female,False,False,False,20,True,False,no,False,False,False,False,False,False,one year,True,credit card automatic,19.35,433.75,0.65
4429wygfr,False,male,False,False,False,26,True,False,dsl,False,False,False,True,False,False,month,False,bank transfer automatic,49.15,1237.3,1.64
4430uzipo,True,male,False,False,False,3,False,False,dsl,False,True,False,True,False,False,month,True,mailed check,36.85,108.7,1.23
4430yhxgg,False,female,False,False,True,4,True,True,no,False,False,False,False,False,False,month,True,mailed check,25.45,84.2,0.85
4431edmiq,False,female,False,True,True,7,True,False,dsl,True,True,True,True,True,False,month,True,electronic check,75.7,554.05,2.52
4432adrlb,True,male,False,False,False,2,True,False,dsl,False,False,False,False,False,False,month,False,mailed check,44.65,74.9,1.49
4433jcgcg,True,male,True,True,False,46,True,True,fiber optic,False,False,True,False,True,True,month,True,electronic check,101.0,4680.05,3.37
4438ggywl,False,male,False,True,True,62,True,True,fiber optic,True,True,True,True,True,True,two year,False,bank transfer automatic,115.55,7159.05,3.85
4439jmpmt,True,female,False,True,True,5,True,False,fiber optic,False,False,False,True,True,False,month,True,electronic check,85.75,470.95,2.86
4439yrnvd,False,female,False,False,False,10,False,False,dsl,False,True,False,True,False,False,month,False,electronic check,36.25,374.0,1.21
4441nihpt,True,female,True,False,False,13,True,False,fiber optic,False,False,True,False,False,False,month,True,electronic check,74.3,940.35,2.48
4443embna,False,female,False,True,False,71,True,True,no,False,False,False,False,False,False,two year,False,bank transfer automatic,24.75,1836.9,0.82
4445kwokw,False,female,False,False,False,42,True,True,dsl,True,True,False,False,False,False,one year,True,bank transfer automatic,60.15,2421.6,2.0
4445zjnmu,False,male,False,False,False,9,True,True,fiber optic,False,True,False,False,True,True,month,True,credit card automatic,99.3,918.75,3.31
4446bzkhu,True,male,False,True,False,61,True,True,fiber optic,False,True,True,False,True,True,month,True,electronic check,105.55,6281.45,3.52
4450dllmh,False,male,False,False,False,2,True,False,fiber optic,False,False,False,False,False,False,month,True,credit card automatic,71.3,157.75,2.38
4450mdzfx,False,male,False,True,True,60,True,True,fiber optic,False,False,False,False,False,False,month,False,bank transfer automatic,74.35,4453.3,2.48
4450yoohp,False,female,False,False,False,39,False,False,dsl,False,False,True,False,True,True,month,True,credit card automatic,50.65,1905.4,1.69
4451rwasj,False,male,False,True,True,15,True,False,no,False,False,False,False,False,False,one year,True,mailed check,19.5,239.75,0.65
4452qiieb,False,male,False,False,False,7,True,False,dsl,False,False,False,False,False,False,month,False,mailed check,43.9,278.4,1.46
4452rohmo,False,female,False,False,False,15,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.6,331.6,0.65
4455bfspd,False,female,False,True,False,61,True,True,fiber optic,False,False,False,True,True,True,one year,False,bank transfer automatic,101.15,6383.9,3.37
4456rhsnb,False,female,False,True,True,19,True,False,dsl,False,False,True,False,False,False,month,True,bank transfer automatic,49.6,962.9,1.65
4458kvrbj,False,male,False,False,False,59,True,True,no,False,False,False,False,False,False,two year,False,mailed check,25.0,1510.5,0.83
4459bbghe,False,male,False,False,True,30,False,False,dsl,False,False,False,False,True,True,month,True,electronic check,44.5,1307.8,1.48
4462cywmh,False,male,True,True,False,62,True,True,fiber optic,False,True,False,False,False,True,month,True,bank transfer automatic,89.8,5629.55,2.99
4464jcoln,True,male,False,True,True,2,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.85,35.9,0.66
4465vdkiq,False,female,False,False,False,18,True,False,fiber optic,False,True,True,False,False,False,month,False,electronic check,77.8,1358.6,2.59
4468kazhe,False,female,True,True,False,20,True,False,dsl,False,True,False,False,False,True,month,True,electronic check,60.0,1259.35,2.0
4468mldth,False,male,False,False,False,4,True,False,dsl,False,False,False,True,True,False,month,True,electronic check,61.3,249.4,2.04
4468ydovk,False,male,False,False,True,5,True,False,dsl,False,False,False,True,False,False,month,True,bank transfer automatic,48.65,235.2,1.62
4471kxauh,True,female,False,True,False,42,True,True,fiber optic,False,False,True,True,False,False,month,True,electronic check,84.3,3588.4,2.81
4471oiidg,False,female,False,False,False,10,True,True,fiber optic,False,False,True,False,True,True,month,True,electronic check,100.6,1060.2,3.35
4472lvygi,False,female,False,True,True,0,False,False,dsl,True,False,True,True,True,False,two year,True,bank transfer automatic,52.55,0.0,1.75
4472vesgy,False,female,False,True,True,52,True,True,fiber optic,True,True,True,False,False,True,month,False,bank transfer automatic,98.15,4993.4,3.27
4475nvtlu,False,male,False,True,True,45,True,False,no,False,False,False,False,False,False,two year,False,electronic check,19.2,903.7,0.64
4476oswtn,False,male,True,True,False,69,True,True,fiber optic,True,False,True,True,True,True,one year,True,mailed check,110.55,7610.1,3.69
4477qaxwd,False,male,False,True,False,25,False,False,dsl,False,False,True,False,True,False,one year,True,credit card automatic,38.1,970.4,1.27
4480mbmlb,False,female,False,False,False,36,True,True,fiber optic,False,True,True,False,True,True,one year,True,bank transfer automatic,104.8,3886.45,3.49
4480qqrhc,False,female,True,False,False,8,True,False,fiber optic,False,False,True,False,False,False,month,True,bank transfer automatic,74.05,600.15,2.47
4482ewfmi,False,female,False,False,False,2,True,False,fiber optic,False,False,False,False,False,False,month,True,electronic check,69.7,135.2,2.32
4482ftffx,False,male,False,False,False,5,True,False,dsl,False,False,True,True,False,False,month,False,electronic check,56.15,291.45,1.87
4484cgxfk,True,female,False,False,False,3,True,False,dsl,False,False,False,False,False,True,month,True,electronic check,55.3,196.15,1.84
4484glzou,True,female,False,True,False,52,True,True,fiber optic,False,True,True,False,True,True,month,True,electronic check,105.05,5624.85,3.5
4486efaeb,False,male,False,False,False,13,True,False,no,False,False,False,False,False,False,month,True,electronic check,20.4,251.65,0.68
4487zyjzk,False,female,False,True,True,38,True,False,no,False,False,False,False,False,False,one year,False,credit card automatic,19.6,763.1,0.65
4488kqfdt,False,female,False,False,False,61,True,True,fiber optic,False,True,True,False,True,True,one year,True,electronic check,103.95,6423.0,3.47
4488psycg,True,male,False,False,False,16,True,False,no,False,False,False,False,False,False,month,False,bank transfer automatic,20.25,327.45,0.68
4489snojf,True,female,False,True,True,35,True,True,dsl,True,False,True,True,True,False,month,False,electronic check,72.25,2568.55,2.41
4495lhssk,False,female,False,False,True,18,True,True,dsl,True,False,False,False,False,False,month,False,mailed check,57.65,992.7,1.92
4498wrajx,False,male,True,True,True,71,True,True,fiber optic,True,True,False,False,True,True,month,True,credit card automatic,105.1,7548.1,3.5
4500hkann,False,male,False,True,True,23,True,True,dsl,False,True,False,True,False,False,two year,False,mailed check,59.7,1414.2,1.99
4501eqdrn,True,female,False,False,False,1,True,False,fiber optic,False,False,False,False,False,False,month,False,bank transfer automatic,69.7,69.7,2.32
4501uykbc,False,female,True,False,False,46,True,True,dsl,False,False,True,True,False,True,one year,True,credit card automatic,69.1,3255.35,2.3
4501vcpfk,False,male,False,False,False,26,False,False,dsl,False,False,True,True,False,False,month,False,electronic check,35.75,1022.5,1.19
4503bdxbd,True,male,False,False,False,11,True,False,fiber optic,False,True,False,False,False,False,month,False,electronic check,74.95,815.5,2.5
4504youla,False,female,False,True,True,35,True,True,dsl,True,True,False,False,False,False,month,True,credit card automatic,59.45,2136.9,1.98
4505exzhb,True,female,True,False,False,6,True,False,fiber optic,False,False,True,False,False,False,month,False,electronic check,74.4,434.1,2.48
4508oebey,False,male,False,True,False,31,True,False,dsl,True,True,True,True,False,True,one year,True,credit card automatic,75.5,2424.45,2.52
4510himlv,True,male,False,False,False,1,True,False,fiber optic,False,False,False,False,False,False,month,True,electronic check,69.8,69.8,2.33
4510pyush,True,female,True,False,False,38,True,False,dsl,True,True,False,False,False,False,month,True,credit card automatic,57.15,2250.65,1.91
4512zuiyl,True,female,False,False,False,2,True,False,fiber optic,False,False,False,False,False,False,month,False,bank transfer automatic,70.0,153.05,2.33
4513cxyix,False,female,True,True,False,71,True,True,fiber optic,True,False,False,False,False,False,two year,True,credit card automatic,80.7,5676.0,2.69
4514gfcfi,True,female,True,False,False,16,True,True,fiber optic,False,False,False,False,True,False,month,True,electronic check,84.75,1350.15,2.83
4518fzbsx,False,male,False,True,True,42,True,False,no,False,False,False,False,False,False,one year,False,mailed check,20.25,854.9,0.68
4521wfjai,False,male,False,False,False,56,True,True,no,False,False,False,False,False,False,two year,True,bank transfer automatic,25.95,1444.05,0.86
4521yeehe,False,female,False,True,False,18,True,True,fiber optic,False,False,False,True,True,False,month,True,electronic check,88.85,1594.75,2.96
4522akylr,False,female,True,False,False,13,True,False,dsl,False,True,True,False,False,False,month,True,electronic check,54.8,731.3,1.83
4522xrwwi,False,male,False,True,False,42,True,True,dsl,True,False,False,True,True,True,one year,False,credit card automatic,80.45,3375.9,2.68
